county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,federal
Sussex,"Hardyston Twp, District 6",MEMBERSHIP TO BOE - Hardyston Twp,,,"Clarissa ""Robin"" Marotta",237,,,,,
Sussex,"Hardyston Twp, District 6",MEMBERSHIP TO BOE - Hardyston Twp,,,Ronald Hoffman,219,,,,,
Sussex,"Hardyston Twp, District 6",MEMBERSHIP TO BOE - Hardyston Twp,,,David Van Ginneken,192,,,,,
Sussex,"Hardyston Twp, District 6",MEMBERSHIP TO BOE - Hardyston Twp,,,Jeffrey Altieri,185,,,,,
Sussex,"Hardyston Twp, District 6",MEMBERSHIP TO BOE - Hardyston Twp,,,Write-In Totals,12,,,,,
Sussex,"Hardyston Twp, District 7",Registered Voters,,,,1219,,,,,
Sussex,"Hardyston Twp, District 7",Ballots Cast,,,,816,233,471,104,7,1
Sussex,"Hardyston Twp, District 7",President,,DEM,Kamala D. Harris,326,,,,,
Sussex,"Hardyston Twp, District 7",President,,REP,Donald J. Trump,471,,,,,
Sussex,"Hardyston Twp, District 7",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Hardyston Twp, District 7",President,,IND,Robert F. Kennedy Jr.,5,,,,,
Sussex,"Hardyston Twp, District 7",President,,LIB,Chase Oliver,1,,,,,
Sussex,"Hardyston Twp, District 7",President,,GRN,Jill Stein,8,,,,,
Sussex,"Hardyston Twp, District 7",President,,,Claudia De la Cruz,2,,,,,
Sussex,"Hardyston Twp, District 7",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Hardyston Twp, District 7",President,,,Joseph Kishore,0,,,,,
Sussex,"Hardyston Twp, District 7",President,,,Write-In Totals,3,,,,,
Sussex,"Hardyston Twp, District 7",U.S. Senate,,DEM,Andy Kim,319,,,,,
Sussex,"Hardyston Twp, District 7",U.S. Senate,,REP,Curtis Bashaw,440,,,,,
Sussex,"Hardyston Twp, District 7",U.S. Senate,,SWP,Joanne Kuniansky,8,,,,,
Sussex,"Hardyston Twp, District 7",U.S. Senate,,GRN,Christina Khalil,6,,,,,
Sussex,"Hardyston Twp, District 7",U.S. Senate,,,Patricia G. Mooneyham,5,,,,,
Sussex,"Hardyston Twp, District 7",U.S. Senate,,LIB,Kenneth R. Kaplan,10,,,,,
Sussex,"Hardyston Twp, District 7",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Hardyston Twp, District 7",U.S.House,5,DEM,Josh Gottheimer,338,,,,,
Sussex,"Hardyston Twp, District 7",U.S.House,5,REP,Mary Jo Guinchard,418,,,,,
Sussex,"Hardyston Twp, District 7",U.S.House,5,GRN,Beau Forte,10,,,,,
Sussex,"Hardyston Twp, District 7",U.S.House,5,LIB,James Tosone,13,,,,,
Sussex,"Hardyston Twp, District 7",U.S.House,5,,Aamir Arif,2,,,,,
Sussex,"Hardyston Twp, District 7",U.S.House,5,,Write-In Totals,3,,,,,
Sussex,"Hardyston Twp, District 7",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,301,,,,,
Sussex,"Hardyston Twp, District 7",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Hardyston Twp, District 7",COUNTY COMMISSIONER,,REP,Christopher Carney,450,,,,,
Sussex,"Hardyston Twp, District 7",COUNTY COMMISSIONER,,REP,Alan Henderson,299,,,,,
Sussex,"Hardyston Twp, District 7",COUNTY COMMISSIONER,,,Write-In Totals,25,,,,,
Sussex,"Hardyston Twp, District 7",TOWNSHIP COUNCIL Hardyston Township,,,No Nomination Made,0,,,,,
Sussex,"Hardyston Twp, District 7",TOWNSHIP COUNCIL Hardyston Township,,REP,Carl B. Miller,607,,,,,
Sussex,"Hardyston Twp, District 7",TOWNSHIP COUNCIL Hardyston Township,,,Write-In Totals,19,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Wallkill Valley Rgnl - Hardyston Twp,,,Cynthia Rock,431,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Wallkill Valley Rgnl - Hardyston Twp,,,Michael Davina,309,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Wallkill Valley Rgnl - Hardyston Twp,,,Kathryn Barta,282,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Wallkill Valley Rgnl - Hardyston Twp,,,Write-In Totals,19,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Hardyston Twp,,,"Danuta ""Donna"" Carey",362,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Hardyston Twp,,,"Clarissa ""Robin"" Marotta",321,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Hardyston Twp,,,Ronald Hoffman,335,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Hardyston Twp,,,David Van Ginneken,252,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Hardyston Twp,,,Jeffrey Altieri,261,,,,,
Sussex,"Hardyston Twp, District 7",MEMBERSHIP TO BOE - Hardyston Twp,,,Write-In Totals,12,,,,,
Sussex,"Hopatcong Boro, District 1",Registered Voters,,,,1121,,,,,
Sussex,"Hopatcong Boro, District 1",Ballots Cast,,,,791,207,476,103,4,1
Sussex,"Hopatcong Boro, District 1",President,,DEM,Kamala D. Harris,290,,,,,
Sussex,"Hopatcong Boro, District 1",President,,REP,Donald J. Trump,479,,,,,
Sussex,"Hopatcong Boro, District 1",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Hopatcong Boro, District 1",President,,IND,Robert F. Kennedy Jr.,7,,,,,
Sussex,"Hopatcong Boro, District 1",President,,LIB,Chase Oliver,2,,,,,
Sussex,"Hopatcong Boro, District 1",President,,GRN,Jill Stein,3,,,,,
Sussex,"Hopatcong Boro, District 1",President,,,Claudia De la Cruz,2,,,,,
Sussex,"Hopatcong Boro, District 1",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Hopatcong Boro, District 1",President,,,Joseph Kishore,0,,,,,
Sussex,"Hopatcong Boro, District 1",President,,,Write-In Totals,3,,,,,
Sussex,"Hopatcong Boro, District 1",U.S. Senate,,DEM,Andy Kim,284,,,,,
Sussex,"Hopatcong Boro, District 1",U.S. Senate,,REP,Curtis Bashaw,438,,,,,
Sussex,"Hopatcong Boro, District 1",U.S. Senate,,SWP,Joanne Kuniansky,5,,,,,
Sussex,"Hopatcong Boro, District 1",U.S. Senate,,GRN,Christina Khalil,12,,,,,
Sussex,"Hopatcong Boro, District 1",U.S. Senate,,,Patricia G. Mooneyham,1,,,,,
Sussex,"Hopatcong Boro, District 1",U.S. Senate,,LIB,Kenneth R. Kaplan,9,,,,,
Sussex,"Hopatcong Boro, District 1",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Hopatcong Boro, District 1",U.S.House,7,DEM,Sue Altman,252,,,,,
Sussex,"Hopatcong Boro, District 1",U.S.House,7,REP,Thomas H. Kean Jr.,443,,,,,
Sussex,"Hopatcong Boro, District 1",U.S.House,7,GRN,Andrew Black,13,,,,,
Sussex,"Hopatcong Boro, District 1",U.S.House,7,LIB,Lana Leguia,18,,,,,
Sussex,"Hopatcong Boro, District 1",U.S.House,7,,Write-In Totals,0,,,,,
Sussex,"Hopatcong Boro, District 1",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,285,,,,,
Sussex,"Hopatcong Boro, District 1",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 1",COUNTY COMMISSIONER,,REP,Christopher Carney,456,,,,,
Sussex,"Hopatcong Boro, District 1",COUNTY COMMISSIONER,,REP,Alan Henderson,346,,,,,
Sussex,"Hopatcong Boro, District 1",COUNTY COMMISSIONER,,,Write-In Totals,12,,,,,
Sussex,"Hopatcong Boro, District 1",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 1",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 1",BOROUGH COUNCIL Hopatcong Borough,,REP,"REP Esad ""Steve"" Kucevic",491,,,,,
Sussex,"Hopatcong Boro, District 1",BOROUGH COUNCIL Hopatcong Borough,,REP,Joseph Falconi,503,,,,,
Sussex,"Hopatcong Boro, District 1",BOROUGH COUNCIL Hopatcong Borough,,,Write-In Totals,15,,,,,
Sussex,"Hopatcong Boro, District 1",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayson Cittrich,425,,,,,
Sussex,"Hopatcong Boro, District 1",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jennifer Polowchena,429,,,,,
Sussex,"Hopatcong Boro, District 1",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayna Gulan,456,,,,,
Sussex,"Hopatcong Boro, District 1",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Write-In Totals,24,,,,,
Sussex,"Hopatcong Boro, District 1",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Krista Juskus,517,,,,,
Sussex,"Hopatcong Boro, District 1",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Write-In Totals,9,,,,,
Sussex,"Hopatcong Boro, District 1",Bond Proposal Hopatcong Borough,,,Yes,529,,,,,
Sussex,"Hopatcong Boro, District 1",Bond Proposal Hopatcong Borough,,,No,199,,,,,
Sussex,"Hopatcong Boro, District 2",Registered Voters,,,,768,,,,,
Sussex,"Hopatcong Boro, District 2",Ballots Cast,,,,535,193,243,93,4,2
Sussex,"Hopatcong Boro, District 2",President,,DEM,Kamala D. Harris,184,,,,,
Sussex,"Hopatcong Boro, District 2",President,,REP,Donald J. Trump,335,,,,,
Sussex,"Hopatcong Boro, District 2",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Hopatcong Boro, District 2",President,,IND,Robert F. Kennedy Jr.,4,,,,,
Sussex,"Hopatcong Boro, District 2",President,,LIB,Chase Oliver,3,,,,,
Sussex,"Hopatcong Boro, District 2",President,,GRN,Jill Stein,1,,,,,
Sussex,"Hopatcong Boro, District 2",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Hopatcong Boro, District 2",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Hopatcong Boro, District 2",President,,,Joseph Kishore,1,,,,,
Sussex,"Hopatcong Boro, District 2",President,,,Write-In Totals,2,,,,,
Sussex,"Hopatcong Boro, District 2",U.S. Senate,,DEM,Andy Kim,185,,,,,
Sussex,"Hopatcong Boro, District 2",U.S. Senate,,REP,Curtis Bashaw,312,,,,,
Sussex,"Hopatcong Boro, District 2",U.S. Senate,,SWP,Joanne Kuniansky,0,,,,,
Sussex,"Hopatcong Boro, District 2",U.S. Senate,,GRN,Christina Khalil,8,,,,,
Sussex,"Hopatcong Boro, District 2",U.S. Senate,,,Patricia G. Mooneyham,1,,,,,
Sussex,"Hopatcong Boro, District 2",U.S. Senate,,LIB,Kenneth R. Kaplan,8,,,,,
Sussex,"Hopatcong Boro, District 2",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Hopatcong Boro, District 2",U.S.House,7,DEM,Sue Altman,175,,,,,
Sussex,"Hopatcong Boro, District 2",U.S.House,7,REP,Thomas H. Kean Jr.,306,,,,,
Sussex,"Hopatcong Boro, District 2",U.S.House,7,GRN,Andrew Black,8,,,,,
Sussex,"Hopatcong Boro, District 2",U.S.House,7,LIB,Lana Leguia,11,,,,,
Sussex,"Hopatcong Boro, District 2",U.S.House,7,,Write-In Totals,0,,,,,
Sussex,"Hopatcong Boro, District 2",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,187,,,,,
Sussex,"Hopatcong Boro, District 2",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 2",COUNTY COMMISSIONER,,REP,Christopher Carney,316,,,,,
Sussex,"Hopatcong Boro, District 2",COUNTY COMMISSIONER,,REP,Alan Henderson,239,,,,,
Sussex,"Hopatcong Boro, District 2",COUNTY COMMISSIONER,,,Write-In Totals,6,,,,,
Sussex,"Hopatcong Boro, District 2",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 2",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 2",BOROUGH COUNCIL Hopatcong Borough,,REP,"REP Esad ""Steve"" Kucevic",323,,,,,
Sussex,"Hopatcong Boro, District 2",BOROUGH COUNCIL Hopatcong Borough,,REP,Joseph Falconi,318,,,,,
Sussex,"Hopatcong Boro, District 2",BOROUGH COUNCIL Hopatcong Borough,,,Write-In Totals,26,,,,,
Sussex,"Hopatcong Boro, District 2",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayson Cittrich,298,,,,,
Sussex,"Hopatcong Boro, District 2",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jennifer Polowchena,277,,,,,
Sussex,"Hopatcong Boro, District 2",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayna Gulan,305,,,,,
Sussex,"Hopatcong Boro, District 2",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Write-In Totals,19,,,,,
Sussex,"Hopatcong Boro, District 2",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Krista Juskus,341,,,,,
Sussex,"Hopatcong Boro, District 2",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Write-In Totals,8,,,,,
Sussex,"Hopatcong Boro, District 2",Bond Proposal Hopatcong Borough,,,Yes,283,,,,,
Sussex,"Hopatcong Boro, District 2",Bond Proposal Hopatcong Borough,,,No,210,,,,,
Sussex,"Hopatcong Boro, District 3",Registered Voters,,,,1115,,,,,
Sussex,"Hopatcong Boro, District 3",Ballots Cast,,,,773,213,467,80,12,1
Sussex,"Hopatcong Boro, District 3",President,,DEM,Kamala D. Harris,286,,,,,
Sussex,"Hopatcong Boro, District 3",President,,REP,Donald J. Trump,470,,,,,
Sussex,"Hopatcong Boro, District 3",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Hopatcong Boro, District 3",President,,IND,Robert F. Kennedy Jr.,6,,,,,
Sussex,"Hopatcong Boro, District 3",President,,LIB,Chase Oliver,4,,,,,
Sussex,"Hopatcong Boro, District 3",President,,GRN,Jill Stein,4,,,,,
Sussex,"Hopatcong Boro, District 3",President,,,Claudia De la Cruz,1,,,,,
Sussex,"Hopatcong Boro, District 3",President,,SWP,Rachele Fruit,1,,,,,
Sussex,"Hopatcong Boro, District 3",President,,,Joseph Kishore,0,,,,,
Sussex,"Hopatcong Boro, District 3",President,,,Write-In Totals,0,,,,,
Sussex,"Hopatcong Boro, District 3",U.S. Senate,,DEM,Andy Kim,279,,,,,
Sussex,"Hopatcong Boro, District 3",U.S. Senate,,REP,Curtis Bashaw,426,,,,,
Sussex,"Hopatcong Boro, District 3",U.S. Senate,,SWP,Joanne Kuniansky,7,,,,,
Sussex,"Hopatcong Boro, District 3",U.S. Senate,,GRN,Christina Khalil,9,,,,,
Sussex,"Hopatcong Boro, District 3",U.S. Senate,,,Patricia G. Mooneyham,3,,,,,
Sussex,"Hopatcong Boro, District 3",U.S. Senate,,LIB,Kenneth R. Kaplan,12,,,,,
Sussex,"Hopatcong Boro, District 3",U.S. Senate,,,Write-In Totals,1,,,,,
Sussex,"Hopatcong Boro, District 3",U.S.House,7,DEM,Sue Altman,267,,,,,
Sussex,"Hopatcong Boro, District 3",U.S.House,7,REP,Thomas H. Kean Jr.,405,,,,,
Sussex,"Hopatcong Boro, District 3",U.S.House,7,GRN,Andrew Black,16,,,,,
Sussex,"Hopatcong Boro, District 3",U.S.House,7,LIB,Lana Leguia,20,,,,,
Sussex,"Hopatcong Boro, District 3",U.S.House,7,,Write-In Totals,0,,,,,
Sussex,"Hopatcong Boro, District 3",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,285,,,,,
Sussex,"Hopatcong Boro, District 3",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 3",COUNTY COMMISSIONER,,REP,Christopher Carney,423,,,,,
Sussex,"Hopatcong Boro, District 3",COUNTY COMMISSIONER,,REP,Alan Henderson,339,,,,,
Sussex,"Hopatcong Boro, District 3",COUNTY COMMISSIONER,,,Write-In Totals,10,,,,,
Sussex,"Hopatcong Boro, District 3",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 3",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 3",BOROUGH COUNCIL Hopatcong Borough,,REP,"REP Esad ""Steve"" Kucevic",442,,,,,
Sussex,"Hopatcong Boro, District 3",BOROUGH COUNCIL Hopatcong Borough,,REP,Joseph Falconi,478,,,,,
Sussex,"Hopatcong Boro, District 3",BOROUGH COUNCIL Hopatcong Borough,,,Write-In Totals,22,,,,,
Sussex,"Hopatcong Boro, District 3",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayson Cittrich,375,,,,,
Sussex,"Hopatcong Boro, District 3",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jennifer Polowchena,402,,,,,
Sussex,"Hopatcong Boro, District 3",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayna Gulan,431,,,,,
Sussex,"Hopatcong Boro, District 3",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Write-In Totals,18,,,,,
Sussex,"Hopatcong Boro, District 3",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Krista Juskus,476,,,,,
Sussex,"Hopatcong Boro, District 3",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Write-In Totals,7,,,,,
Sussex,"Hopatcong Boro, District 3",Bond Proposal Hopatcong Borough,,,Yes,481,,,,,
Sussex,"Hopatcong Boro, District 3",Bond Proposal Hopatcong Borough,,,No,234,,,,,
Sussex,"Hopatcong Boro, District 4",Registered Voters,,,,1096,,,,,
Sussex,"Hopatcong Boro, District 4",Ballots Cast,,,,788,253,428,103,3,1
Sussex,"Hopatcong Boro, District 4",President,,DEM,Kamala D. Harris,294,,,,,
Sussex,"Hopatcong Boro, District 4",President,,REP,Donald J. Trump,477,,,,,
Sussex,"Hopatcong Boro, District 4",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Hopatcong Boro, District 4",President,,IND,Robert F. Kennedy Jr.,6,,,,,
Sussex,"Hopatcong Boro, District 4",President,,LIB,Chase Oliver,1,,,,,
Sussex,"Hopatcong Boro, District 4",President,,GRN,Jill Stein,1,,,,,
Sussex,"Hopatcong Boro, District 4",President,,,Claudia De la Cruz,3,,,,,
Sussex,"Hopatcong Boro, District 4",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Hopatcong Boro, District 4",President,,,Joseph Kishore,0,,,,,
Sussex,"Hopatcong Boro, District 4",President,,,Write-In Totals,3,,,,,
Sussex,"Hopatcong Boro, District 4",U.S. Senate,,DEM,Andy Kim,282,,,,,
Sussex,"Hopatcong Boro, District 4",U.S. Senate,,REP,Curtis Bashaw,466,,,,,
Sussex,"Hopatcong Boro, District 4",U.S. Senate,,SWP,Joanne Kuniansky,3,,,,,
Sussex,"Hopatcong Boro, District 4",U.S. Senate,,GRN,Christina Khalil,7,,,,,
Sussex,"Hopatcong Boro, District 4",U.S. Senate,,,Patricia G. Mooneyham,1,,,,,
Sussex,"Hopatcong Boro, District 4",U.S. Senate,,LIB,Kenneth R. Kaplan,3,,,,,
Sussex,"Hopatcong Boro, District 4",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Hopatcong Boro, District 4",U.S.House,7,DEM,Sue Altman,277,,,,,
Sussex,"Hopatcong Boro, District 4",U.S.House,7,REP,Thomas H. Kean Jr.,453,,,,,
Sussex,"Hopatcong Boro, District 4",U.S.House,7,GRN,Andrew Black,8,,,,,
Sussex,"Hopatcong Boro, District 4",U.S.House,7,LIB,Lana Leguia,1,,,,,
Sussex,"Hopatcong Boro, District 4",U.S.House,7,,Write-In Totals,1,,,,,
Sussex,"Hopatcong Boro, District 4",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,287,,,,,
Sussex,"Hopatcong Boro, District 4",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 4",COUNTY COMMISSIONER,,REP,Christopher Carney,470,,,,,
Sussex,"Hopatcong Boro, District 4",COUNTY COMMISSIONER,,REP,Alan Henderson,362,,,,,
Sussex,"Hopatcong Boro, District 4",COUNTY COMMISSIONER,,,Write-In Totals,20,,,,,
Sussex,"Hopatcong Boro, District 4",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 4",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 4",BOROUGH COUNCIL Hopatcong Borough,,REP,"REP Esad ""Steve"" Kucevic",470,,,,,
Sussex,"Hopatcong Boro, District 4",BOROUGH COUNCIL Hopatcong Borough,,REP,Joseph Falconi,517,,,,,
Sussex,"Hopatcong Boro, District 4",BOROUGH COUNCIL Hopatcong Borough,,,Write-In Totals,52,,,,,
Sussex,"Hopatcong Boro, District 4",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayson Cittrich,397,,,,,
Sussex,"Hopatcong Boro, District 4",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jennifer Polowchena,406,,,,,
Sussex,"Hopatcong Boro, District 4",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayna Gulan,458,,,,,
Sussex,"Hopatcong Boro, District 4",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Write-In Totals,46,,,,,
Sussex,"Hopatcong Boro, District 4",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Krista Juskus,523,,,,,
Sussex,"Hopatcong Boro, District 4",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Write-In Totals,11,,,,,
Sussex,"Hopatcong Boro, District 4",Bond Proposal Hopatcong Borough,,,Yes,484,,,,,
Sussex,"Hopatcong Boro, District 4",Bond Proposal Hopatcong Borough,,,No,256,,,,,
Sussex,"Hopatcong Boro, District 5",Registered Voters,,,,848,,,,,
Sussex,"Hopatcong Boro, District 5",Ballots Cast,,,,584,236,279,64,5,0
Sussex,"Hopatcong Boro, District 5",President,,DEM,Kamala D. Harris,223,,,,,
Sussex,"Hopatcong Boro, District 5",President,,REP,Donald J. Trump,348,,,,,
Sussex,"Hopatcong Boro, District 5",President,,CST,Randall A. Terry,2,,,,,
Sussex,"Hopatcong Boro, District 5",President,,IND,Robert F. Kennedy Jr.,5,,,,,
Sussex,"Hopatcong Boro, District 5",President,,LIB,Chase Oliver,3,,,,,
Sussex,"Hopatcong Boro, District 5",President,,GRN,Jill Stein,3,,,,,
Sussex,"Hopatcong Boro, District 5",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Hopatcong Boro, District 5",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Hopatcong Boro, District 5",President,,,Joseph Kishore,0,,,,,
Sussex,"Hopatcong Boro, District 5",President,,,Write-In Totals,0,,,,,
Sussex,"Hopatcong Boro, District 5",U.S. Senate,,DEM,Andy Kim,214,,,,,
Sussex,"Hopatcong Boro, District 5",U.S. Senate,,REP,Curtis Bashaw,317,,,,,
Sussex,"Hopatcong Boro, District 5",U.S. Senate,,SWP,Joanne Kuniansky,5,,,,,
Sussex,"Hopatcong Boro, District 5",U.S. Senate,,GRN,Christina Khalil,6,,,,,
Sussex,"Hopatcong Boro, District 5",U.S. Senate,,,Patricia G. Mooneyham,4,,,,,
Sussex,"Hopatcong Boro, District 5",U.S. Senate,,LIB,Kenneth R. Kaplan,13,,,,,
Sussex,"Hopatcong Boro, District 5",U.S. Senate,,,Write-In Totals,1,,,,,
Sussex,"Hopatcong Boro, District 5",U.S.House,7,DEM,Sue Altman,197,,,,,
Sussex,"Hopatcong Boro, District 5",U.S.House,7,REP,Thomas H. Kean Jr.,324,,,,,
Sussex,"Hopatcong Boro, District 5",U.S.House,7,GRN,Andrew Black,10,,,,,
Sussex,"Hopatcong Boro, District 5",U.S.House,7,LIB,Lana Leguia,9,,,,,
Sussex,"Hopatcong Boro, District 5",U.S.House,7,,Write-In Totals,1,,,,,
Sussex,"Hopatcong Boro, District 5",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,213,,,,,
Sussex,"Hopatcong Boro, District 5",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 5",COUNTY COMMISSIONER,,REP,Christopher Carney,324,,,,,
Sussex,"Hopatcong Boro, District 5",COUNTY COMMISSIONER,,REP,Alan Henderson,254,,,,,
Sussex,"Hopatcong Boro, District 5",COUNTY COMMISSIONER,,,Write-In Totals,16,,,,,
Sussex,"Hopatcong Boro, District 5",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 5",BOROUGH COUNCIL Hopatcong Borough,,,No Nomination Made,0,,,,,
Sussex,"Hopatcong Boro, District 5",BOROUGH COUNCIL Hopatcong Borough,,REP,"REP Esad ""Steve"" Kucevic",322,,,,,
Sussex,"Hopatcong Boro, District 5",BOROUGH COUNCIL Hopatcong Borough,,REP,Joseph Falconi,370,,,,,
Sussex,"Hopatcong Boro, District 5",BOROUGH COUNCIL Hopatcong Borough,,,Write-In Totals,18,,,,,
Sussex,"Hopatcong Boro, District 5",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayson Cittrich,323,,,,,
Sussex,"Hopatcong Boro, District 5",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jennifer Polowchena,290,,,,,
Sussex,"Hopatcong Boro, District 5",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Jayna Gulan,354,,,,,
Sussex,"Hopatcong Boro, District 5",MEMBERSHIP TO BOE - Hopatcong Boro 3 YR,,,Write-In Totals,15,,,,,
Sussex,"Hopatcong Boro, District 5",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Krista Juskus,395,,,,,
Sussex,"Hopatcong Boro, District 5",MEMBERSHIP TO BOE - Hopatcong Boro 1 YR,,,Write-In Totals,4,,,,,
Sussex,"Hopatcong Boro, District 5",Bond Proposal Hopatcong Borough,,,Yes,363,,,,,
Sussex,"Hopatcong Boro, District 5",Bond Proposal Hopatcong Borough,,,No,171,,,,,
Sussex,"Hopatcong Boro, District 6",Registered Voters,,,,1325,,,,,
Sussex,"Hopatcong Boro, District 6",Ballots Cast,,,,899,285,486,121,6,1
Sussex,"Hopatcong Boro, District 6",President,,DEM,Kamala D. Harris,382,,,,,
Sussex,"Hopatcong Boro, District 6",President,,REP,Donald J. Trump,493,,,,,
Sussex,"Hopatcong Boro, District 6",President,,CST,Randall A. Terry,2,,,,,
