county,precinct,office,district,candidate,party,votes,election_day,mail,early_voting,provisional,emergency,federal
Gloucester,Harrison Township - District 5,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ERIC KELLER,,310,,,,,,
Gloucester,Harrison Township - District 5,BOARD OF EDUCATION - HARRISON - 3YR TERM,,TRISHA DELLOIACONO,,310,,,,,,
Gloucester,Harrison Township - District 5,BOARD OF EDUCATION - HARRISON - 3YR TERM,,STACEY MUSCARELLA,,403,,,,,,
Gloucester,Harrison Township - District 5,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ALEXIS RUBINO-OFCHINICK,,349,,,,,,
Gloucester,Harrison Township - District 5,BOARD OF EDUCATION - HARRISON - 3YR TERM,,JOHN CAVANAUGH,,378,,,,,,
Gloucester,Harrison Township - District 5,BOARD OF EDUCATION - HARRISON - 3YR TERM,,Write-ins,,1,,,,,,
Gloucester,Harrison Township - District 5,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,TIM BAST,,541,,,,,,
Gloucester,Harrison Township - District 5,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,Write-ins,,7,,,,,,
Gloucester,Harrison Township - District 6,Registered Voters,,,,1098,,,,,,
Gloucester,Harrison Township - District 6,Ballots Cast,,,,877,484,166,215,12,0,0
Gloucester,Harrison Township - District 6,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Harrison Township - District 6,President,,DONALD J. TRUMP,,450,,,,,,
Gloucester,Harrison Township - District 6,President,,KAMALA D. HARRIS,,396,,,,,,
Gloucester,Harrison Township - District 6,President,,ROBERT F. KENNEDY JR.,,12,,,,,,
Gloucester,Harrison Township - District 6,President,,RACHELE FRUIT,,0,,,,,,
Gloucester,Harrison Township - District 6,President,,RANDALL A. TERRY,,1,,,,,,
Gloucester,Harrison Township - District 6,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Harrison Township - District 6,President,,CLAUDIA DE LA CRUZ,,1,,,,,,
Gloucester,Harrison Township - District 6,President,,JILL STEIN,,4,,,,,,
Gloucester,Harrison Township - District 6,President,,CHASE OLIVER,,3,,,,,,
Gloucester,Harrison Township - District 6,President,,Write-ins,,6,,,,,,
Gloucester,Harrison Township - District 6,U.S. Senate,,CURTIS BASHAW,,434,,,,,,
Gloucester,Harrison Township - District 6,U.S. Senate,,ANDY KIM,,391,,,,,,
Gloucester,Harrison Township - District 6,U.S. Senate,,JOANNE KUNIANSKY,,2,,,,,,
Gloucester,Harrison Township - District 6,U.S. Senate,,CHRISTINA KHALIL,,10,,,,,,
Gloucester,Harrison Township - District 6,U.S. Senate,,KENNETH R. KAPLAN,,4,,,,,,
Gloucester,Harrison Township - District 6,U.S. Senate,,PATRICIA G. MOONEYHAM,,1,,,,,,
Gloucester,Harrison Township - District 6,U.S. Senate,,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 6,U.S. House,2,JEFF VAN DREW,,457,,,,,,
Gloucester,Harrison Township - District 6,U.S. House,2,JOSEPH F. SALERNO,,375,,,,,,
Gloucester,Harrison Township - District 6,U.S. House,2,THOMAS CANNAVO,,8,,,,,,
Gloucester,Harrison Township - District 6,U.S. House,2,Write-ins,,2,,,,,,
Gloucester,Harrison Township - District 6,SHERIFF,,JONATHAN M. SAMMONS,,454,,,,,,
Gloucester,Harrison Township - District 6,SHERIFF,,CARMEL MORINA,,376,,,,,,
Gloucester,Harrison Township - District 6,SHERIFF,,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 6,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,460,,,,,,
Gloucester,Harrison Township - District 6,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,454,,,,,,
Gloucester,Harrison Township - District 6,COUNTY COMMISSIONER,,TOM BIANCO,,365,,,,,,
Gloucester,Harrison Township - District 6,COUNTY COMMISSIONER,,DON HEVERLY,,368,,,,,,
Gloucester,Harrison Township - District 6,COUNTY COMMISSIONER,,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 6,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,ADAM WINGATE,,613,,,,,,
Gloucester,Harrison Township - District 6,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,THOMAS COAKLEY,,614,,,,,,
Gloucester,Harrison Township - District 6,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,Write-ins,,65,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,SCOTT MUSCARELLA,,556,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,FENU CHERIAN,,514,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,Write-ins,,63,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - HARRISON - 3YR TERM,,COLLEEN KENDRICK,,348,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ERIC KELLER,,293,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - HARRISON - 3YR TERM,,TRISHA DELLOIACONO,,309,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - HARRISON - 3YR TERM,,STACEY MUSCARELLA,,384,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ALEXIS RUBINO-OFCHINICK,,324,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - HARRISON - 3YR TERM,,JOHN CAVANAUGH,,340,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - HARRISON - 3YR TERM,,Write-ins,,7,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,TIM BAST,,490,,,,,,
Gloucester,Harrison Township - District 6,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,Write-ins,,26,,,,,,
Gloucester,Harrison Township - District 7,Registered Voters,,,,965,,,,,,
Gloucester,Harrison Township - District 7,Ballots Cast,,,,725,416,160,145,4,0,0
Gloucester,Harrison Township - District 7,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Harrison Township - District 7,President,,DONALD J. TRUMP,,377,,,,,,
Gloucester,Harrison Township - District 7,President,,KAMALA D. HARRIS,,330,,,,,,
Gloucester,Harrison Township - District 7,President,,ROBERT F. KENNEDY JR.,,6,,,,,,
Gloucester,Harrison Township - District 7,President,,RACHELE FRUIT,,1,,,,,,
Gloucester,Harrison Township - District 7,President,,RANDALL A. TERRY,,0,,,,,,
Gloucester,Harrison Township - District 7,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Harrison Township - District 7,President,,CLAUDIA DE LA CRUZ,,0,,,,,,
Gloucester,Harrison Township - District 7,President,,JILL STEIN,,4,,,,,,
Gloucester,Harrison Township - District 7,President,,CHASE OLIVER,,1,,,,,,
Gloucester,Harrison Township - District 7,President,,Write-ins,,5,,,,,,
Gloucester,Harrison Township - District 7,U.S. Senate,,CURTIS BASHAW,,372,,,,,,
Gloucester,Harrison Township - District 7,U.S. Senate,,ANDY KIM,,330,,,,,,
Gloucester,Harrison Township - District 7,U.S. Senate,,JOANNE KUNIANSKY,,0,,,,,,
Gloucester,Harrison Township - District 7,U.S. Senate,,CHRISTINA KHALIL,,2,,,,,,
Gloucester,Harrison Township - District 7,U.S. Senate,,KENNETH R. KAPLAN,,1,,,,,,
Gloucester,Harrison Township - District 7,U.S. Senate,,PATRICIA G. MOONEYHAM,,0,,,,,,
Gloucester,Harrison Township - District 7,U.S. Senate,,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 7,U.S. House,2,JEFF VAN DREW,,388,,,,,,
Gloucester,Harrison Township - District 7,U.S. House,2,JOSEPH F. SALERNO,,310,,,,,,
Gloucester,Harrison Township - District 7,U.S. House,2,THOMAS CANNAVO,,4,,,,,,
Gloucester,Harrison Township - District 7,U.S. House,2,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 7,SHERIFF,,JONATHAN M. SAMMONS,,377,,,,,,
Gloucester,Harrison Township - District 7,SHERIFF,,CARMEL MORINA,,319,,,,,,
Gloucester,Harrison Township - District 7,SHERIFF,,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 7,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,393,,,,,,
Gloucester,Harrison Township - District 7,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,378,,,,,,
Gloucester,Harrison Township - District 7,COUNTY COMMISSIONER,,TOM BIANCO,,307,,,,,,
Gloucester,Harrison Township - District 7,COUNTY COMMISSIONER,,DON HEVERLY,,307,,,,,,
Gloucester,Harrison Township - District 7,COUNTY COMMISSIONER,,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 7,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,ADAM WINGATE,,507,,,,,,
Gloucester,Harrison Township - District 7,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,THOMAS COAKLEY,,501,,,,,,
Gloucester,Harrison Township - District 7,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,Write-ins,,24,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,SCOTT MUSCARELLA,,475,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,FENU CHERIAN,,423,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,Write-ins,,29,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - HARRISON - 3YR TERM,,COLLEEN KENDRICK,,307,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ERIC KELLER,,263,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - HARRISON - 3YR TERM,,TRISHA DELLOIACONO,,280,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - HARRISON - 3YR TERM,,STACEY MUSCARELLA,,294,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ALEXIS RUBINO-OFCHINICK,,249,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - HARRISON - 3YR TERM,,JOHN CAVANAUGH,,270,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - HARRISON - 3YR TERM,,Write-ins,,2,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,TIM BAST,,390,,,,,,
Gloucester,Harrison Township - District 7,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,Write-ins,,8,,,,,,
Gloucester,Harrison Township - District 8,Registered Voters,,,,1554,,,,,,
Gloucester,Harrison Township - District 8,Ballots Cast,,,,1223,667,259,282,15,0,0
Gloucester,Harrison Township - District 8,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Harrison Township - District 8,President,,DONALD J. TRUMP,,677,,,,,,
Gloucester,Harrison Township - District 8,President,,KAMALA D. HARRIS,,515,,,,,,
Gloucester,Harrison Township - District 8,President,,ROBERT F. KENNEDY JR.,,11,,,,,,
Gloucester,Harrison Township - District 8,President,,RACHELE FRUIT,,0,,,,,,
Gloucester,Harrison Township - District 8,President,,RANDALL A. TERRY,,3,,,,,,
Gloucester,Harrison Township - District 8,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Harrison Township - District 8,President,,CLAUDIA DE LA CRUZ,,0,,,,,,
Gloucester,Harrison Township - District 8,President,,JILL STEIN,,2,,,,,,
Gloucester,Harrison Township - District 8,President,,CHASE OLIVER,,2,,,,,,
Gloucester,Harrison Township - District 8,President,,Write-ins,,6,,,,,,
Gloucester,Harrison Township - District 8,U.S. Senate,,CURTIS BASHAW,,655,,,,,,
Gloucester,Harrison Township - District 8,U.S. Senate,,ANDY KIM,,511,,,,,,
Gloucester,Harrison Township - District 8,U.S. Senate,,JOANNE KUNIANSKY,,2,,,,,,
Gloucester,Harrison Township - District 8,U.S. Senate,,CHRISTINA KHALIL,,2,,,,,,
Gloucester,Harrison Township - District 8,U.S. Senate,,KENNETH R. KAPLAN,,4,,,,,,
Gloucester,Harrison Township - District 8,U.S. Senate,,PATRICIA G. MOONEYHAM,,0,,,,,,
Gloucester,Harrison Township - District 8,U.S. Senate,,Write-ins,,3,,,,,,
Gloucester,Harrison Township - District 8,U.S. House,2,JEFF VAN DREW,,677,,,,,,
Gloucester,Harrison Township - District 8,U.S. House,2,JOSEPH F. SALERNO,,495,,,,,,
Gloucester,Harrison Township - District 8,U.S. House,2,THOMAS CANNAVO,,6,,,,,,
Gloucester,Harrison Township - District 8,U.S. House,2,Write-ins,,3,,,,,,
Gloucester,Harrison Township - District 8,SHERIFF,,JONATHAN M. SAMMONS,,669,,,,,,
Gloucester,Harrison Township - District 8,SHERIFF,,CARMEL MORINA,,489,,,,,,
Gloucester,Harrison Township - District 8,SHERIFF,,Write-ins,,2,,,,,,
Gloucester,Harrison Township - District 8,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,685,,,,,,
Gloucester,Harrison Township - District 8,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,672,,,,,,
Gloucester,Harrison Township - District 8,COUNTY COMMISSIONER,,TOM BIANCO,,480,,,,,,
Gloucester,Harrison Township - District 8,COUNTY COMMISSIONER,,DON HEVERLY,,470,,,,,,
Gloucester,Harrison Township - District 8,COUNTY COMMISSIONER,,Write-ins,,4,,,,,,
Gloucester,Harrison Township - District 8,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,ADAM WINGATE,,890,,,,,,
Gloucester,Harrison Township - District 8,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,THOMAS COAKLEY,,880,,,,,,
Gloucester,Harrison Township - District 8,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,Write-ins,,81,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,SCOTT MUSCARELLA,,810,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,FENU CHERIAN,,758,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,Write-ins,,75,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - HARRISON - 3YR TERM,,COLLEEN KENDRICK,,484,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ERIC KELLER,,395,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - HARRISON - 3YR TERM,,TRISHA DELLOIACONO,,404,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - HARRISON - 3YR TERM,,STACEY MUSCARELLA,,538,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ALEXIS RUBINO-OFCHINICK,,516,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - HARRISON - 3YR TERM,,JOHN CAVANAUGH,,495,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - HARRISON - 3YR TERM,,Write-ins,,17,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,TIM BAST,,704,,,,,,
Gloucester,Harrison Township - District 8,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,Write-ins,,32,,,,,,
Gloucester,Harrison Township - District 9,Registered Voters,,,,1129,,,,,,
Gloucester,Harrison Township - District 9,Ballots Cast,,,,883,525,184,168,6,0,0
Gloucester,Harrison Township - District 9,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Harrison Township - District 9,President,,DONALD J. TRUMP,,501,,,,,,
Gloucester,Harrison Township - District 9,President,,KAMALA D. HARRIS,,350,,,,,,
Gloucester,Harrison Township - District 9,President,,ROBERT F. KENNEDY JR.,,5,,,,,,
Gloucester,Harrison Township - District 9,President,,RACHELE FRUIT,,1,,,,,,
Gloucester,Harrison Township - District 9,President,,RANDALL A. TERRY,,0,,,,,,
Gloucester,Harrison Township - District 9,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Harrison Township - District 9,President,,CLAUDIA DE LA CRUZ,,0,,,,,,
Gloucester,Harrison Township - District 9,President,,JILL STEIN,,7,,,,,,
Gloucester,Harrison Township - District 9,President,,CHASE OLIVER,,4,,,,,,
Gloucester,Harrison Township - District 9,President,,Write-ins,,6,,,,,,
Gloucester,Harrison Township - District 9,U.S. Senate,,CURTIS BASHAW,,487,,,,,,
Gloucester,Harrison Township - District 9,U.S. Senate,,ANDY KIM,,355,,,,,,
Gloucester,Harrison Township - District 9,U.S. Senate,,JOANNE KUNIANSKY,,0,,,,,,
Gloucester,Harrison Township - District 9,U.S. Senate,,CHRISTINA KHALIL,,7,,,,,,
Gloucester,Harrison Township - District 9,U.S. Senate,,KENNETH R. KAPLAN,,3,,,,,,
Gloucester,Harrison Township - District 9,U.S. Senate,,PATRICIA G. MOONEYHAM,,0,,,,,,
Gloucester,Harrison Township - District 9,U.S. Senate,,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 9,U.S. House,2,JEFF VAN DREW,,511,,,,,,
Gloucester,Harrison Township - District 9,U.S. House,2,JOSEPH F. SALERNO,,339,,,,,,
Gloucester,Harrison Township - District 9,U.S. House,2,THOMAS CANNAVO,,7,,,,,,
Gloucester,Harrison Township - District 9,U.S. House,2,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 9,SHERIFF,,JONATHAN M. SAMMONS,,509,,,,,,
Gloucester,Harrison Township - District 9,SHERIFF,,CARMEL MORINA,,334,,,,,,
Gloucester,Harrison Township - District 9,SHERIFF,,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 9,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,508,,,,,,
Gloucester,Harrison Township - District 9,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,501,,,,,,
Gloucester,Harrison Township - District 9,COUNTY COMMISSIONER,,TOM BIANCO,,334,,,,,,
Gloucester,Harrison Township - District 9,COUNTY COMMISSIONER,,DON HEVERLY,,326,,,,,,
Gloucester,Harrison Township - District 9,COUNTY COMMISSIONER,,Write-ins,,0,,,,,,
Gloucester,Harrison Township - District 9,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,ADAM WINGATE,,646,,,,,,
Gloucester,Harrison Township - District 9,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,THOMAS COAKLEY,,651,,,,,,
Gloucester,Harrison Township - District 9,TOWNSHIP COMMITTEE - HARRISON TOWNSHIP,,Write-ins,,57,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,SCOTT MUSCARELLA,,588,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,FENU CHERIAN,,516,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - CLEARVIEW REG - HARRISON - 3YR TERM,,Write-ins,,40,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - HARRISON - 3YR TERM,,COLLEEN KENDRICK,,319,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ERIC KELLER,,285,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - HARRISON - 3YR TERM,,TRISHA DELLOIACONO,,286,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - HARRISON - 3YR TERM,,STACEY MUSCARELLA,,390,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - HARRISON - 3YR TERM,,ALEXIS RUBINO-OFCHINICK,,342,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - HARRISON - 3YR TERM,,JOHN CAVANAUGH,,364,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - HARRISON - 3YR TERM,,Write-ins,,12,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,TIM BAST,,508,,,,,,
Gloucester,Harrison Township - District 9,BOARD OF EDUCATION - HARRISON - UNEXP 1YR TERM,,Write-ins,,15,,,,,,
Gloucester,Logan Township - District 1,Registered Voters,,,,793,,,,,,
Gloucester,Logan Township - District 1,Ballots Cast,,,,567,250,72,239,6,0,0
Gloucester,Logan Township - District 1,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Logan Township - District 1,President,,DONALD J. TRUMP,,356,,,,,,
Gloucester,Logan Township - District 1,President,,KAMALA D. HARRIS,,200,,,,,,
Gloucester,Logan Township - District 1,President,,ROBERT F. KENNEDY JR.,,5,,,,,,
Gloucester,Logan Township - District 1,President,,RACHELE FRUIT,,1,,,,,,
Gloucester,Logan Township - District 1,President,,RANDALL A. TERRY,,0,,,,,,
Gloucester,Logan Township - District 1,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Logan Township - District 1,President,,CLAUDIA DE LA CRUZ,,0,,,,,,
Gloucester,Logan Township - District 1,President,,JILL STEIN,,2,,,,,,
Gloucester,Logan Township - District 1,President,,CHASE OLIVER,,0,,,,,,
Gloucester,Logan Township - District 1,President,,Write-ins,,1,,,,,,
Gloucester,Logan Township - District 1,U.S. Senate,,CURTIS BASHAW,,324,,,,,,
Gloucester,Logan Township - District 1,U.S. Senate,,ANDY KIM,,210,,,,,,
Gloucester,Logan Township - District 1,U.S. Senate,,JOANNE KUNIANSKY,,4,,,,,,
Gloucester,Logan Township - District 1,U.S. Senate,,CHRISTINA KHALIL,,2,,,,,,
Gloucester,Logan Township - District 1,U.S. Senate,,KENNETH R. KAPLAN,,3,,,,,,
Gloucester,Logan Township - District 1,U.S. Senate,,PATRICIA G. MOONEYHAM,,0,,,,,,
Gloucester,Logan Township - District 1,U.S. Senate,,Write-ins,,2,,,,,,
Gloucester,Logan Township - District 1,U.S. House,2,JEFF VAN DREW,,332,,,,,,
Gloucester,Logan Township - District 1,U.S. House,2,JOSEPH F. SALERNO,,206,,,,,,
Gloucester,Logan Township - District 1,U.S. House,2,THOMAS CANNAVO,,8,,,,,,
Gloucester,Logan Township - District 1,U.S. House,2,Write-ins,,0,,,,,,
Gloucester,Logan Township - District 1,SHERIFF,,JONATHAN M. SAMMONS,,305,,,,,,
Gloucester,Logan Township - District 1,SHERIFF,,CARMEL MORINA,,247,,,,,,
Gloucester,Logan Township - District 1,SHERIFF,,Write-ins,,0,,,,,,
Gloucester,Logan Township - District 1,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,336,,,,,,
Gloucester,Logan Township - District 1,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,330,,,,,,
Gloucester,Logan Township - District 1,COUNTY COMMISSIONER,,TOM BIANCO,,209,,,,,,
Gloucester,Logan Township - District 1,COUNTY COMMISSIONER,,DON HEVERLY,,208,,,,,,
Gloucester,Logan Township - District 1,COUNTY COMMISSIONER,,Write-ins,,0,,,,,,
Gloucester,Logan Township - District 1,COUNCIL - LOGAN TOWNSHIP,,"EDWARD DURR, III",,318,,,,,,
